time,lat,lon,depth,NO3
2017-06-03,24.5,-157.5,0.494024991989,5.11246867063e-07
2017-06-03,24.5,-157.5,1.54137504101,5.11246867063e-07
2017-06-03,24.5,-157.5,2.64566898346,5.11246867063e-07
2017-06-03,24.5,-157.5,3.81949496269,5.11246867063e-07
2017-06-03,24.5,-157.5,5.07822418213,5.11246867063e-07
2017-06-03,24.5,-157.5,6.44061422348,5.11305415785e-07
2017-06-03,24.5,-157.5,7.92956018448,5.12483438797e-07
2017-06-03,24.5,-157.5,9.5729970932,5.13842564942e-07
2017-06-03,24.5,-157.5,11.404999733,5.17644423326e-07
2017-06-03,24.5,-157.5,13.4671401978,5.23883443293e-07
2017-06-03,24.5,-157.5,15.8100700378,5.31610794496e-07
2017-06-03,24.5,-157.5,18.4955596924,5.43330543223e-07
2017-06-03,24.5,-157.5,21.5988197327,5.61890431072e-07
2017-06-03,24.5,-157.5,25.2114105225,5.92363619489e-07
2017-06-03,24.5,-157.5,29.4447307587,6.50173603844e-07
2017-06-03,24.5,-157.5,34.4341506958,7.7787757391e-07
2017-06-03,24.5,-157.5,40.3440513611,9.57875499807e-07
2017-06-03,24.5,-157.5,47.3736915588,1.1797812931e-06
2017-06-03,24.5,-157.5,55.764289856,1.4479381889e-06
2017-06-03,24.5,-157.5,65.8072662354,1.96270229935e-06
2017-06-03,24.5,-157.5,77.8538513184,6.24392669124e-06
2017-06-03,24.5,-157.5,92.3260726929,0.000337126926752
2017-06-03,24.5,-157.5,109.729301453,0.0625684186816
2017-06-03,24.5,-157.5,130.666000366,1.00894963741
2017-06-03,24.5,-157.5,155.850692749,2.65004897118
2017-06-03,24.5,-157.5,186.125595093,4.62243318558
2017-06-03,24.5,-157.5,222.475204468,7.03510904312
2017-06-03,24.5,-157.5,266.040313721,10.1481246948
2017-06-03,24.5,-157.5,318.127410889,14.2321548462
2017-06-03,24.5,-157.5,380.213012695,19.7914066315
2017-06-03,24.5,-157.5,453.937713623,26.3587017059
2017-06-03,24.5,-157.5,541.088928223,33.0229148865
2017-06-03,24.5,-157.5,643.566772461,38.182964325
2017-06-03,24.5,-157.5,763.333129883,41.1922149658
2017-06-03,24.5,-157.5,902.339294434,42.3409729004
2017-06-03,24.5,-157.5,1062.43994141,42.4438438416
2017-06-03,24.5,-157.5,1245.29101562,42.3409729004
2017-06-03,24.5,-157.5,1452.25097656,41.9527282715
2017-06-03,24.5,-157.5,1684.28405762,41.4673957825
2017-06-03,24.5,-157.5,1941.89294434,40.8043823242
2017-06-03,24.5,-157.5,2225.07788086,40.059589386
2017-06-03,24.5,-157.5,2533.3359375,39.3283843994
2017-06-03,24.5,-157.5,2865.70288086,38.6995697021
2017-06-03,24.5,-157.5,3220.82006836,37.9980201721
2017-06-03,24.5,-157.5,3597.03198242,37.3904762268
2017-06-03,24.5,-157.5,3992.48388672,36.9624595642
2017-06-03,24.5,-157.5,4405.22412109,
2017-06-03,24.5,-157.5,4833.29101562,
2017-06-03,24.5,-157.5,5274.78417969,
2017-06-03,24.5,-157.5,5727.91699219,
2017-06-03,25.0,-158.0,0.494024991989,4.22330032279e-07
2017-06-03,25.0,-158.0,1.54137504101,4.22330032279e-07
2017-06-03,25.0,-158.0,2.64566898346,4.23035061203e-07
2017-06-03,25.0,-158.0,3.81949496269,4.23303987418e-07
