time,lat,lon,depth,PP
2017-06-03,24.5,-157.5,11.404999733,0.000552462646738
2017-06-03,24.5,-157.5,13.4671401978,0.000539764063433
2017-06-03,24.5,-157.5,15.8100700378,0.000526133168023
2017-06-03,24.5,-157.5,18.4955596924,0.000511606340297
2017-06-03,24.5,-157.5,21.5988197327,0.000494125823025
2017-06-03,24.5,-157.5,25.2114105225,0.000476021465147
2017-06-03,24.5,-157.5,29.4447307587,0.00045439513633
2017-06-03,24.5,-157.5,34.4341506958,0.000428813800681
2017-06-03,24.5,-157.5,40.3440513611,0.000400246644858
2017-06-03,24.5,-157.5,47.3736915588,0.000364569248632
2017-06-03,24.5,-157.5,55.764289856,0.000326696666889
2017-06-03,24.5,-157.5,65.8072662354,0.00029274521512
2017-06-03,24.5,-157.5,77.8538513184,0.00027638283791
2017-06-03,24.5,-157.5,92.3260726929,0.000384589919122
2017-06-03,24.5,-157.5,109.729301453,0.00381351821125
2017-06-03,24.5,-157.5,130.666000366,0.00231438991614
2017-06-03,24.5,-157.5,155.850692749,0.000644304556772
2017-06-03,24.5,-157.5,186.125595093,0.000115945200378
2017-06-03,24.5,-157.5,222.475204468,1.68838923855e-05
2017-06-03,24.5,-157.5,266.040313721,1.6374713141e-06
2017-06-03,24.5,-157.5,318.127410889,2.54806309385e-07
2017-06-03,24.5,-157.5,380.213012695,2.30528429679e-10
2017-06-03,24.5,-157.5,453.937713623,2.30528429679e-10
2017-06-03,24.5,-157.5,541.088928223,2.30528429679e-10
2017-06-03,24.5,-157.5,643.566772461,2.30528429679e-10
2017-06-03,24.5,-157.5,763.333129883,2.30528429679e-10
2017-06-03,24.5,-157.5,902.339294434,2.30528429679e-10
2017-06-03,24.5,-157.5,1062.43994141,2.30528429679e-10
2017-06-03,24.5,-157.5,1245.29101562,2.30528429679e-10
2017-06-03,24.5,-157.5,1452.25097656,2.30528429679e-10
2017-06-03,24.5,-157.5,1684.28405762,2.30528429679e-10
2017-06-03,24.5,-157.5,1941.89294434,2.30528429679e-10
2017-06-03,24.5,-157.5,2225.07788086,2.30528429679e-10
2017-06-03,24.5,-157.5,2533.3359375,2.30528429679e-10
2017-06-03,24.5,-157.5,2865.70288086,2.30528429679e-10
2017-06-03,24.5,-157.5,3220.82006836,2.30528429679e-10
2017-06-03,24.5,-157.5,3597.03198242,2.30528429679e-10
2017-06-03,24.5,-157.5,3992.48388672,2.30528429679e-10
2017-06-03,24.5,-157.5,4405.22412109,
2017-06-03,24.5,-157.5,4833.29101562,
2017-06-03,24.5,-157.5,5274.78417969,
2017-06-03,24.5,-157.5,5727.91699219,
2017-06-03,25.0,-158.0,0.494024991989,0.000590464274865
2017-06-03,25.0,-158.0,1.54137504101,0.000587742775679
2017-06-03,25.0,-158.0,2.64566898346,0.000582362525165
2017-06-03,25.0,-158.0,3.81949496269,0.000576662481762
2017-06-03,25.0,-158.0,5.07822418213,0.000568402465433
2017-06-03,25.0,-158.0,6.44061422348,0.000559314328711
2017-06-03,25.0,-158.0,7.92956018448,0.000549098826014
2017-06-03,25.0,-158.0,9.5729970932,0.000536934821866
2017-06-03,25.0,-158.0,11.404999733,0.000523826689459
2017-06-03,25.0,-158.0,13.4671401978,0.00050721236039
2017-06-03,25.0,-158.0,15.8100700378,0.000486402394017
2017-06-03,25.0,-158.0,18.4955596924,0.000465383229312
2017-06-03,25.0,-158.0,21.5988197327,0.000444520439487
2017-06-03,25.0,-158.0,25.2114105225,0.000422928744229
2017-06-03,25.0,-158.0,29.4447307587,0.000403736863518
2017-06-03,25.0,-158.0,34.4341506958,0.000385182735045
2017-06-03,25.0,-158.0,40.3440513611,0.000365799118299
2017-06-03,25.0,-158.0,47.3736915588,0.000343779975083
2017-06-03,25.0,-158.0,55.764289856,0.000308422313537
2017-06-03,25.0,-158.0,65.8072662354,0.00027510873042
2017-06-03,25.0,-158.0,77.8538513184,0.000261024397332
2017-06-03,25.0,-158.0,92.3260726929,0.000347851018887
2017-06-03,25.0,-158.0,109.729301453,0.00255864975043
2017-06-03,25.0,-158.0,130.666000366,0.00241564679891
2017-06-03,25.0,-158.0,155.850692749,0.000734473578632
2017-06-03,25.0,-158.0,186.125595093,0.00011597298726
2017-06-03,25.0,-158.0,222.475204468,1.42507014971e-05
2017-06-03,25.0,-158.0,266.040313721,1.65109906902e-06
2017-06-03,25.0,-158.0,318.127410889,2.54272634947e-07
2017-06-03,25.0,-158.0,380.213012695,2.30528429679e-10
2017-06-03,25.0,-158.0,453.937713623,2.30528429679e-10
2017-06-03,25.0,-158.0,541.088928223,2.30528429679e-10
2017-06-03,25.0,-158.0,643.566772461,2.30528429679e-10
2017-06-03,25.0,-158.0,763.333129883,2.30528429679e-10
2017-06-03,25.0,-158.0,902.339294434,2.30528429679e-10
2017-06-03,25.0,-158.0,1062.43994141,2.30528429679e-10
2017-06-03,25.0,-158.0,1245.29101562,2.30528429679e-10
2017-06-03,25.0,-158.0,1452.25097656,2.30528429679e-10
2017-06-03,25.0,-158.0,1684.28405762,2.30528429679e-10
2017-06-03,25.0,-158.0,1941.89294434,2.30528429679e-10
2017-06-03,25.0,-158.0,2225.07788086,2.30528429679e-10
2017-06-03,25.0,-158.0,2533.3359375,2.30528429679e-10
2017-06-03,25.0,-158.0,2865.70288086,2.30528429679e-10
2017-06-03,25.0,-158.0,3220.82006836,2.30528429679e-10
2017-06-03,25.0,-158.0,3597.03198242,2.30528429679e-10
2017-06-03,25.0,-158.0,3992.48388672,2.30528429679e-10
2017-06-03,25.0,-158.0,4405.22412109,2.30528429679e-10
2017-06-03,25.0,-158.0,4833.29101562,
