time,lat,lon,depth,CHL
2017-06-03,25.0,-158.0,9.5729970932,0.0331299453974
2017-06-03,25.0,-158.0,11.404999733,0.0332026556134
2017-06-03,25.0,-158.0,13.4671401978,0.0332777872682
2017-06-03,25.0,-158.0,15.8100700378,0.0334745049477
2017-06-03,25.0,-158.0,18.4955596924,0.0336962863803
2017-06-03,25.0,-158.0,21.5988197327,0.0340303629637
2017-06-03,25.0,-158.0,25.2114105225,0.0344089046121
2017-06-03,25.0,-158.0,29.4447307587,0.0348459742963
2017-06-03,25.0,-158.0,34.4341506958,0.0353150293231
2017-06-03,25.0,-158.0,40.3440513611,0.0361178442836
2017-06-03,25.0,-158.0,47.3736915588,0.0375742092729
2017-06-03,25.0,-158.0,55.764289856,0.0410847403109
2017-06-03,25.0,-158.0,65.8072662354,0.0444872193038
2017-06-03,25.0,-158.0,77.8538513184,0.048853661865
2017-06-03,25.0,-158.0,92.3260726929,0.0697301924229
2017-06-03,25.0,-158.0,109.729301453,0.171986088157
2017-06-03,25.0,-158.0,130.666000366,0.267723977566
2017-06-03,25.0,-158.0,155.850692749,0.24587520957
2017-06-03,25.0,-158.0,186.125595093,0.156043738127
2017-06-03,25.0,-158.0,222.475204468,0.0822951793671
2017-06-03,25.0,-158.0,266.040313721,0.0379327535629
2017-06-03,25.0,-158.0,318.127410889,0.0189906433225
2017-06-03,25.0,-158.0,380.213012695,0.0103642968461
2017-06-03,25.0,-158.0,453.937713623,0.00632386095822
2017-06-03,25.0,-158.0,541.088928223,0.00487138610333
2017-06-03,25.0,-158.0,643.566772461,0.0044475812465
2017-06-03,25.0,-158.0,763.333129883,0.00436044484377
2017-06-03,25.0,-158.0,902.339294434,0.00435542268679
2017-06-03,25.0,-158.0,1062.43994141,0.00435542268679
2017-06-03,25.0,-158.0,1245.29101562,0.00435542268679
2017-06-03,25.0,-158.0,1452.25097656,0.00435542268679
2017-06-03,25.0,-158.0,1684.28405762,0.00435542268679
2017-06-03,25.0,-158.0,1941.89294434,0.00435542268679
2017-06-03,25.0,-158.0,2225.07788086,0.00435542268679
2017-06-03,25.0,-158.0,2533.3359375,0.00435542268679
2017-06-03,25.0,-158.0,2865.70288086,0.00435542268679
