time,lat,lon,depth,OH_PseudoCobalamin_Particulate_pM,Me_PseudoCobalamin_Particulate_pM,OH_Cobalamin_Particulate_pM,Me_Cobalamin_Particulate_pM,Ado_Cobalamin_Particulate_pM,dt1,dt2,lat1,lat2,lon1,lon2,depth1,depth2,sst,sst_std,Fe,Fe_std,picoeukaryote_c03_darwin_clim,picoeukaryote_c03_darwin_clim_std
2013-09-01 07:19:33,27.35,-152.6545,95,0.004515316,0.004287294,0.023166147,0.001440725,0.006323542,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,90,100,26.729993299037034,0.12481096538365541,2.82946584775e-05,0.0,0.058971504,5.3563999999999e-05
2013-09-01 07:19:33,27.35,-152.6545,130,0.002023302,0.001803548,0.046882211,0.003979231,0.014311983,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,125,135,26.729993299037034,0.12481096538365541,1.96035634872e-05,0.0,0.0875399825,0.0012511124999999984
2013-09-01 07:19:33,27.35,-152.6545,150,0.001432306,0.0,0.061304695,0.003843579,0.017317244,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,145,155,26.729993299037034,0.12481096538365541,,,0.059385485,0.0030907849999999987
2013-09-01 07:19:33,27.35,-152.6545,200,0.0,0.0,0.050061403,0.003813524,0.014693421,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,195,205,26.729993299037034,0.12481096538365541,,,,
2013-09-03 12:01:39,24.16733333,-158.4996667,0,0.032339779,0.016736925,0.021032552,0.004505157,0.007090252,2013-09-02 12:01:39,2013-09-04 12:01:39,23.86733333,24.467333330000002,-158.79966670000002,-158.1996667,-5,5,26.858326629444445,0.20739789532665473,,,0.045565385,1.6950000000001686e-05
2013-09-03 12:01:39,24.16733333,-158.4996667,75,0.017999605,0.022576697,0.03199397,0.006384683,0.011912293,2013-09-02 12:01:39,2013-09-04 12:01:39,23.86733333,24.467333330000002,-158.79966670000002,-158.1996667,70,80,26.858326629444445,0.20739789532665473,,,0.0351863375,2.5247499999998813e-05
2013-09-03 12:01:39,24.16733333,-158.4996667,100,0.011801877,0.011785788,0.024992688,0.006215751,0.011596762,2013-09-02 12:01:39,2013-09-04 12:01:39,23.86733333,24.467333330000002,-158.79966670000002,-158.1996667,95,105,26.858326629444445,0.20739789532665473,,,0.0394812435,6.721349999999973e-05
2013-09-03 12:01:39,24.16733333,-158.4996667,200,0.00086691,0.0,0.06164996,0.002880412,0.014402065,2013-09-02 12:01:39,2013-09-04 12:01:39,23.86733333,24.467333330000002,-158.79966670000002,-158.1996667,195,205,26.858326629444445,0.20739789532665473,,,,
2013-09-04 17:05:20,22.76216667,-157.9978333,125,0.009900471,0.013296672,0.021330184,0.006207974,0.009932551,2013-09-03 17:05:20,2013-09-05 17:05:20,22.46216667,23.06216667,-158.2978333,-157.69783329999999,120,130,26.798326630750008,0.11104303225301596,,,0.063465678,2.0512000000000308e-05
2013-09-04 17:05:20,22.76216667,-157.9978333,140,0.002253375,0.009171859,0.025670248,0.003730713,0.013301973,2013-09-03 17:05:20,2013-09-05 17:05:20,22.46216667,23.06216667,-158.2978333,-157.69783329999999,135,145,26.798326630750008,0.11104303225301596,,,0.07255078000000001,9.585999999999623e-05
2013-09-04 17:05:20,22.76216667,-157.9978333,200,0.000114146,0.0,0.052507437,0.003385322,0.018613622,2013-09-03 17:05:20,2013-09-05 17:05:20,22.46216667,23.06216667,-158.2978333,-157.69783329999999,195,205,26.798326630750008,0.11104303225301596,,,,
