time_X,NO3,NO3_std_X,time_Y,PO4,PO4_std_Y,lat1,lat2,lon1,lon2,depth,
2015-10-05,,,2015-10-05,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-06,,,2015-10-06,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-07,,,2015-10-07,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-08,,,2015-10-08,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-09,,,2015-10-09,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-10,9.50746852795,2.79315220067,2015-10-10,1.01706358108,0.205511372826,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-11,,,2015-10-11,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-12,,,2015-10-12,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-13,,,2015-10-13,,,43.0,53.0,-160.0,-150.0,0.494024991989,
2015-10-14,,,2015-10-14,,,43.0,53.0,-160.0,-150.0,0.494024991989,
