track,time,lat,lon,sst,sst_std,chl01_darwin_clim,chl01_darwin_clim_std,margin
234889,2014-05-07,23.061000824,-154.742004395,24.6574933452,0.0419324841708,0.005559191,,0.3
234889,2014-05-08,23.0499992371,-154.786010742,24.7399933435,0.034641015576,0.0057990527,0.00033921566923389847,0.3
234889,2014-05-09,23.0419998169,-154.831970215,24.621660013,0.0386867753807,0.0057990527,0.00033921566923389847,0.3
234889,2014-05-10,23.0060005188,-154.869018555,24.7316600103,0.0172240138167,0.0057990527,0.00033921566923389847,0.3
234889,2014-05-11,23.0093994141,-154.905029297,24.8649933405,0.021679482882,0.0057990527,0.00033921566923389847,0.3
234977,2014-05-26,28.2950992584,-155.494018555,23.409993373,0.134907372692,0.004549759,1.0285575238609542e-05,0.3
234977,2014-05-27,28.2817001343,-155.484985352,23.2624933765,0.153052275242,0.004549759,1.0285575238609542e-05,0.3
234977,2014-05-28,28.2879009247,-155.507995605,22.8049933867,0.180646981717,0.004549759,1.0285575238609542e-05,0.3
234977,2014-05-29,28.2824001312,-155.536987305,22.5774933918,0.123928740109,0.004549759,1.0285575238609542e-05,0.3
234977,2014-05-30,28.2644996643,-155.554016113,22.6824933898,0.0960468613485,0.004557032,,0.3
236516,2014-04-30,29.0081996918,-155.650024414,20.3599934413,0.151789324368,0.0062380742,0.00047334689597850285,0.3
236516,2014-05-01,29.0034008026,-155.661987305,20.406660107,0.158703073396,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-02,28.9489994049,-155.661010742,20.3433267752,0.198158181401,0.0050488007,,0.3
236516,2014-05-03,28.9799995422,-155.702026367,20.3574934415,0.20022903087,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-04,29.0153999329,-155.739990234,20.9324934285,0.188392316943,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-05,28.9850006104,-155.744018555,21.2974934205,0.114418818921,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-06,28.9932994843,-155.75402832,21.5624934145,0.118708323649,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-07,28.9878005981,-155.776000977,21.8849934073,0.148211557523,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-08,28.9869995117,-155.771972656,22.0524934037,0.102753748456,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-09,28.9754009247,-155.807983398,21.9949934048,0.115902255183,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-10,28.9683990479,-155.820007324,21.629993413,0.119443149881,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-11,28.9627990723,-155.820983887,21.3549934193,0.0754983422988,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-12,28.9452991486,-155.825012207,21.0866600917,0.132916010558,0.0050488007,,0.3
236516,2014-05-13,28.9512004852,-155.87902832,20.9166600955,0.155520627472,0.00531682135,0.0003790384382260504,0.3
236516,2014-05-14,28.9438991547,-155.887023926,22.0299934042,0.173551141097,0.0050488007,,0.3
236516,2014-05-15,28.9473991394,-155.914978027,22.0666600702,0.192006939996,0.0050488007,,0.3
236516,2014-05-16,28.9498996735,-155.924987793,21.894993407,0.235944903696,0.0050488007,,0.3
236516,2014-05-17,28.9284000397,-155.940002441,21.442493417,0.13400870325,0.0050488007,,0.3
236516,2014-05-18,28.9372997284,-155.955993652,21.3799934185,0.0905538493198,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-19,28.8869991302,-155.966003418,21.4866600827,0.1492201919,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-20,28.8745994568,-155.986022949,21.6999934113,0.184173827055,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-21,28.873500824,-155.999023438,21.90832674,0.153807235412,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-22,28.8327007294,-156.018005371,21.7449934103,0.1968501924,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-23,28.8248996735,-156.026977539,21.7349934105,0.21439837815,0.00506246585,1.932544046208927e-05,0.3
236516,2014-05-24,28.8237991333,-156.059020996,21.809993409,0.184571571935,0.005076131,,0.3
236516,2014-05-25,28.8157997131,-156.081970215,22.816660053,0.155134346775,0.005076131,,0.3
237299,2014-04-30,28.3922996521,-157.994018555,20.6366601018,0.121106011312,0.005390902,2.050609665458189e-05,0.3
237299,2014-05-01,28.3831005096,-158.052978516,20.6483267683,0.126398836761,0.00467303,,0.3
237299,2014-05-02,28.3649997711,-158.07598877,20.5544378816,0.0985026769016,0.00467303,,0.3
237299,2014-05-03,28.3724994659,-158.09197998,20.5422156596,0.100346619226,0.00467303,,0.3
237299,2014-05-04,28.3712997437,-158.116027832,21.1877712008,0.130650080959,0.00467303,,0.3
237299,2014-05-05,28.371799469,-158.12097168,21.3288823087,0.149536317121,0.00467303,,0.3
237299,2014-05-06,28.3416996002,-158.12097168,21.4477711949,0.179497752068,0.00467303,,0.3
237299,2014-05-07,28.3213005066,-158.148986816,21.9199934065,0.121326004534,0.00467303,,0.3
237299,2014-05-08,28.3068008423,-158.153991699,22.0683267365,0.123517877473,0.00467303,,0.3
237299,2014-05-09,28.2833995819,-158.168029785,21.7766600763,0.158577001762,0.00467303,,0.3
237299,2014-05-10,28.2325992584,-158.179016113,21.4699934165,0.187794209495,0.00467303,,0.3
237299,2014-05-11,28.1984004974,-158.202026367,21.2799934207,0.175689115429,0.00467303,,0.3
237299,2014-05-12,28.1728992462,-158.229980469,21.3033267535,0.223039602657,0.00467303,,0.3
237299,2014-05-13,28.136800766,-158.236022949,21.5183267485,0.268359206057,0.00467303,,0.3
237299,2014-05-14,28.1664009094,-158.257995605,21.5949934137,0.21286145249,0.00467303,,0.3
237299,2014-05-15,28.0823993683,-158.244018555,21.6333267462,0.197551676895,0.00467303,,0.3
237299,2014-05-16,28.0660991669,-158.247009277,21.819993409,0.100332777463,0.00467303,,0.3
237299,2014-05-17,27.9186992645,-158.088989258,21.7844378541,0.117378776536,0.0042674094,,0.3
237299,2014-05-18,27.9381008148,-158.114990234,21.7216600775,0.14661741292,0.0042674094,,0.3
237299,2014-05-19,27.9426002502,-158.133972168,21.8833267408,0.172123982335,0.0042674094,,0.3
237299,2014-05-20,27.9437007904,-158.15802002,22.0849934028,0.142372746908,0.0042674094,,0.3
237299,2014-05-21,27.9916992188,-158.213989258,21.679993412,0.0920144894744,0.0044702197,0.00028681707684896385,0.3
237299,2014-05-22,28.0184993744,-158.267028809,21.6574934122,0.0899536895767,0.0044702197,0.00028681707684896385,0.3
237299,2014-05-23,27.9916992188,-158.258972168,21.724993411,0.0842614959128,0.0044702197,0.00028681707684896385,0.3
237299,2014-05-24,28.0160007477,-158.226013184,22.1849934002,0.117331436751,0.0044702197,0.00028681707684896385,0.3
237299,2014-05-25,28.0277004242,-158.250976562,22.939993384,0.125698047957,0.0044702197,0.00028681707684896385,0.3
237299,2014-05-26,28.1037998199,-158.359008789,22.903326718,0.243104910245,0.00467303,,0.3
237299,2014-05-27,28.1247997284,-158.380004883,22.95666005,0.173277230746,0.00467303,,0.3
